RESULT_TAG,SID,CID,SMILES,Activity_Outcome,Activity_Score,Activity_Summary,Agonist_Activity,Agonist_Potency (uM),Agonist_Efficacy (%),Viability_Activity,Viability_Potency (uM),Viability_Efficacy (%),Sample_Source
118,170466118,3060974,CC1=CC(=C(C(=C1)C)N=C2C=C3C4=CC(=C(C=C4CCN3C(=O)N2C)OC)OC)C.Cl,Active,56,active agonist,active agonist,11.43582258,204.1448346,inactive,,0,Tocris
119,170465866,5506,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=C(C=C2)C4CCC3C4,Active,56,active agonist,active agonist,12.83120398,223.526764,inactive,,0,GVK
120,144211954,14869,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,Active,56,active agonist,active agonist,14.77718607,232.3068897,active antagonist,10.8707,-64.6612,SIGMA
121,144208583,136122621,C[C@H]1/C=C\C=C(/C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(OC=C[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)\C,Active,56,active agonist,active agonist,19.42951769,265.6477159,active antagonist,29.8979,-108.667,SIGMA
122,144213211,11933,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N.Cl.Cl,Active,56,active agonist,active agonist,20.87333013,294.1067683,active antagonist,54.4827,-100.521,SIGMA
123,144210961,9839306,CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC#C,Active,56,active agonist,active agonist,21.53563168,288.0640105,active antagonist,70.7659,-54.1207,SIGMA
124,144207489,2788,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,Active,56,active agonist,active agonist,23.37263527,314.241348,inactive,,0,SIGMA
125,144208203,638015,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C,Active,56,active agonist,active agonist,27.13949211,339.3612633,active antagonist,60.7578,-114.834,SIGMA
126,144209133,79878,CCN(CC)C1=CC(=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O)O,Active,56,active agonist,active agonist,27.389348,336.7880621,inactive,,0,Sensient
127,144209422,7070,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,Active,56,active agonist,active agonist,28.58831535,364.9734547,active antagonist,13.2066,-72.3711,SigmaAldrich
128,144209104,11933,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N.Cl.Cl,Active,56,active agonist,active agonist,29.63434646,357.7527607,active antagonist,7.83846,-49.9247,SigmaAldrich
129,144213317,24633,[Cl-].[Cl-].[Cd+2],Active,55,active agonist,active agonist,0.200874623,69.50778497,active antagonist,1.14158,-105.305,SIGMA
130,144210727,16682828,CCCC[Sn](CCCC)(CCCC)OC(=O)C(=C)C,Active,55,active agonist,active agonist,0.294843625,71.52310979,active antagonist,0.385708,-96.0821,Sigma DiscoveryCPR
131,144211088,11402127,[N+](=O)(O)[O-].[N+](=O)(O)[O-].[Cd],Active,55,active agonist,active agonist,0.357211206,75.3363693,active antagonist,4.00798,-111.599,LightBiologicals
132,144208795,13806,CCNC1=CC2=C(C=C1C)C(=C3C=C(C(=[NH+]CC)C=C3O2)C)C4=CC=CC=C4C(=O)OCC.[Cl-],Active,55,active agonist,active agonist,1.262279279,96.83692423,active antagonist,1.05437,-91.8988,SigmaAldrich
133,144213215,13806,CCNC1=CC2=C(C=C1C)C(=C3C=C(C(=[NH+]CC)C=C3O2)C)C4=CC=CC=C4C(=O)OCC.[Cl-],Active,55,active agonist,active agonist,1.267433188,97.388528,active antagonist,0.872648,-87.0399,Acros
134,170466395,135430323,CC1=CC(=O)C2=C(C3=C4C5=C2C1=C(C=C5C(C(=C4C(=O)C=C3O)O)(C)C)O)O,Active,55,active agonist,active agonist,1.635346279,98.69520434,active antagonist,0.651043,-57.9648,Vitas
135,144207774,3015167,CCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],Active,55,active agonist,active agonist,1.921328903,108.9243304,active antagonist,1.9965,-94.462,Cytec
136,144209457,5284416,[Cl-].[Cl-].[Hg+2],Active,55,active agonist,active agonist,2.421282371,114.8798198,active antagonist,8.05435,-101.453,SIGMA
137,144207948,16212610,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[P-](F)(F)(F)(F)F,Active,55,active agonist,active agonist,2.426228813,114.5308403,active antagonist,3.70054,-94.6633,Io-li-tec
138,144211257,31677,CCCCOCN(C1=C(C=CC=C1CC)CC)C(=O)CCl,Active,55,active agonist,active agonist,2.730602032,118.6604538,active antagonist,68.5896,-66.5493,SIGMA
139,144208226,2734117,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],Active,55,active agonist,active agonist,3.057555493,118.2555548,active antagonist,3.30147,-97.1319,SIGMA
140,144213691,60196348,CCN(CC)C(=O)C1=CC(=C(C=C1N(CC)CCN(C)C)N2CCC(CC2)C3=CC=CC=C3)S(=O)(=O)CC4=CC=CC=C4.C(=O)(C(F)(F)F)O,Active,55,active agonist,active agonist,3.599022096,125.5395336,active antagonist,10.4903,-104.265,NCGCChem
141,144209812,11181836,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,Active,55,active agonist,active agonist,4.668204791,135.2116351,active antagonist,1.59398,-60.4745,Cytec
142,144209075,29732,CC(C)OC1=C(C=C(C(=C1)N2C(=O)OC(=N2)C(C)(C)C)Cl)Cl,Active,55,active agonist,active agonist,5.580908818,144.4334996,active antagonist,68.6582,-47.3758,SigmaAldrich
143,170465756,65948,CC1=C(C(C(=C(N1)N)C(=O)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC(C)C,Active,55,active agonist,active agonist,6.430835626,157.1578524,active antagonist,17.7801,-113.037,Bosche
144,170466012,3760,C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,Active,55,active agonist,active agonist,6.943856576,160.4786863,active antagonist,25.6016,-55.1815,"Prestwick Chemical, Inc."
145,144211496,73665,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,Active,55,active agonist,active agonist,7.695882158,167.1639537,inconclusive antagonist,61.1306,-63.7302,SIGMA
146,144208548,3598,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,Active,55,active agonist,active agonist,9.846119196,185.8716745,active antagonist,3.5138,-65.4127,SIGMA
147,170465229,61100,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O,Active,55,active agonist,active agonist,11.88321829,200.7168609,inactive,,0,Microsource
148,170465508,5510,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,Active,55,active agonist,active agonist,12.34811718,198.754208,inactive,,0,"Prestwick Chemical, Inc."
149,144210575,60196408,CCN(CC1=CN=CC=C1)C(=O)C2=C(C(=CC=C2)Cl)[C@]3(C4=C(C=CC(=C4)Cl)N(C3=O)CC5=C(C=C(C=C5)OC)OC)C.Cl,Active,55,active agonist,active agonist,13.28606914,207.4147295,active antagonist,16.0964,-56.0677,Pharma
150,144213471,79878,CCN(CC)C1=CC(=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O)O,Active,55,active agonist,active agonist,15.95603848,224.5533351,inactive,,0,Sigma DiscoveryCPR
151,170465210,169870,CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)C,Active,55,active agonist,active agonist,16.15352875,224.8639879,inconclusive antagonist,29.8493,-65.4395,Bosche
152,144214004,171660,C1=CC=C2C=C3C(=CC2=C1)C(=NC3=N)N,Active,55,active agonist,active agonist,16.28598251,238.4876574,active antagonist,20.3347,-92.7192,SIGMA
153,170466220,2753,CN(C1CCCCC1)C(=O)CCCOC2=CC3=C(C=C2)NC(=O)C=C3,Active,55,active agonist,active agonist,17.44217912,244.032757,inactive,,0,Tocris
154,144213854,83656,CCC1=CC(=CC(=C1N)CC)CC2=CC(=C(C(=C2)CC)N)CC,Active,55,active agonist,active agonist,17.90296963,245.8549559,active antagonist,43.2771,-71.4766,SIGMA
155,144214033,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,Active,55,active agonist,active agonist,18.06274991,243.9785527,active antagonist,0.442913,-64.865,SIGMA
156,144210722,4807,C1=CC=C(C(=C1)C=O)C=O,Active,55,active agonist,active agonist,22.53850342,288.8205851,active antagonist,41.6478,-91.6919,Enamine
157,144206829,9568078,CC1=CC=C(C=C1)/C=N/N2C(=CSC2=S)C3=CC=CC=C3,Active,55,active agonist,active agonist,25.60161775,313.3795323,inactive,,0,Pharmaron
158,144208767,5455,CN(C)C(=S)SSC(=S)N(C)C,Active,54,active agonist,active agonist,0.038022289,49.44894167,active antagonist,0.12687,-74.9415,SIGMA
159,144213718,10345790,CN1C2=NC(=NC=C2CN(C1=O)C3=CC=CC=C3Br)NC4=CC5=C(C=C4)OC(CO5)CO,Active,54,active agonist,active agonist,0.108707225,57.65770589,active antagonist,22.7775,-79.0288,Roche
160,144210570,24852044,CC[C@@H](C1=CC=CC=C1)NC(=O)C2=C(C=CC(=C2)F)[N-]S(=O)(=O)C3=CC=CC4=C3N=CC=C4.[Na+],Active,54,active agonist,active agonist,0.394132305,72.72230333,inactive,,0,Pharma
161,144210809,5284416,[Cl-].[Cl-].[Hg+2],Active,54,active agonist,active agonist,1.219715124,89.77099587,active antagonist,9.68854,-100.848,LightBiologicals
162,170464788,10607,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,Active,54,active agonist,active agonist,1.412323141,94.03633571,inconclusive antagonist,,,Vitas
163,144210120,10607,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,Active,54,active agonist,active agonist,1.476215972,94.82778281,inconclusive antagonist,,,SIGMA
164,251919754,18386,CC1=CC(=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O)C,Active,54,active agonist,active agonist,2.660321198,110.0026713,active antagonist,9.80846,-53.6723,Sigma Chemical Company
165,144212149,41114,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl,Active,54,active agonist,active agonist,2.930454954,112.6336296,active antagonist,28.2013,-91.6921,SIGMA
166,170464760,136122621,C[C@H]1/C=C\C=C(/C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(OC=C[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)\C,Active,54,active agonist,active agonist,6.188718688,143.1089826,active antagonist,18.8336,-72.9809,Tocris
167,144211738,17531,CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1,Active,54,active agonist,active agonist,7.127300585,149.6656965,inconclusive antagonist,48.5577,-56.8643,LightBiologicals
168,170466059,4615,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,Active,54,active agonist,active agonist,7.497803856,148.8908908,active antagonist,29.8493,-94.7224,Enzo
169,144213540,14868,C1=CC(=CC=C1NC(=O)C2=C(C(=CC(=C2)Br)Br)O)Br,Active,54,active agonist,active agonist,7.695882158,153.2525359,active antagonist,6.41957,-62.6589,LightBiologicals
170,144210633,3034368,C(CNC(=S)[S-])NC(=S)[S-].C(CNC(=S)[S-])NC(=S)[S-].[Mn+2].[Zn+2],Active,54,active agonist,active agonist,8.575657133,162.6963503,inconclusive antagonist,0.510819,-35.3471,LightBiologicals
171,170466638,65776,CC1=C(N(C2=C1C=C(C=C2)C(=O)OCCN(C)C)CC3=CC=CC=C3)C,Active,54,active agonist,active agonist,10.1921876,176.7827612,active antagonist,23.7101,-74.0609,Chembridge
172,144212538,34468,CCN(CC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-],Active,54,active agonist,active agonist,10.46144659,175.6358868,inconclusive antagonist,68.5896,-51.2406,LightBiologicals
173,144213063,638024,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,Active,54,active agonist,active agonist,10.46144659,177.1585708,inactive,,0,SIGMA
174,170465393,123596,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O,Active,54,active agonist,active agonist,10.59092945,168.2606334,active antagonist,18.8336,-84.7141,Prestwick
175,144211680,5510,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,Active,54,active agonist,active agonist,10.87072249,171.7378675,inactive,,0,SIGMA
176,170465385,32798,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl,Active,54,active agonist,active agonist,12.58734324,193.3493346,inactive,,0,"Prestwick Chemical, Inc."
177,144210756,9935274,CC1=NC=CN1C2=CC=C(C=C2)SC3=CC=CC(=C3)C4(CCOCC4)C(=O)N.CS(=O)(=O)O,Active,54,active agonist,active agonist,14.22083426,206.7969679,active antagonist,6.85896,-43.4689,Pfizer
178,144210749,10021362,C1CN(CCC1(C2=CC=C(C=C2)F)O)[C@@H]3COC4=C([C@@H]3O)C=CC(=C4)O,Active,54,active agonist,active agonist,14.96008548,199.2204075,inactive,,0,Pfizer
179,144210818,6001,CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C,Active,54,active agonist,active agonist,15.95603848,219.4201338,active antagonist,40.0798,-93.2204,LightBiologicals
180,170465745,10126299,CC1CC(=O)NN=C1C2=CC3=C(C=C2)N=C(N3)C4=CC=C(C=C4)OC.Cl,Active,54,active agonist,active agonist,19.57044685,245.7705152,inactive,,0,Selleck
181,144208765,11937,C1=CC=C2C=C3C=C(C=CC3=CC2=C1)N,Active,54,active agonist,active agonist,22.06545971,249.774986,active antagonist,32.5443,-56.2118,SIGMA
182,170465750,16490,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F,Active,53,active agonist,active agonist,0.018833632,43.58099642,inactive,,0,"Prestwick Chemical, Inc."
183,144210972,27189,CCN(CC)C(=O)C(C)OC1=CC=CC2=CC=CC=C21,Active,53,active agonist,active agonist,0.968854161,75.27456786,active antagonist,58.829,-43.4601,SIGMA
184,144211179,15910,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,Active,53,active agonist,active agonist,1.291987789,84.92761023,active antagonist,10.0676,-105.311,Enamine
185,170466453,33334,COC1=CC2=C(C=C1)N=C(S2)NC(=O)NC3=CC=CC=C3,Active,53,active agonist,active agonist,1.678549199,87.03804305,inactive,,0,Vitas
186,170466110,60662,CC(C)[C@H]1C2=C(CC[C@@]1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F.Cl.Cl,Active,53,active agonist,active agonist,3.480172268,106.2541344,active antagonist,24.6377,-122.132,Sequoia
187,144209963,75628,CC(C)C1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C(C)C)OC3=CC=C(C=C3)C(C)C,Active,53,active agonist,active agonist,4.327712571,116.5331953,inactive,,0,Chemtura
188,144209962,75628,CC(C)C1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C(C)C)OC3=CC=C(C=C3)C(C)C,Active,53,active agonist,active agonist,6.647742611,135.2169431,inconclusive antagonist,69.0782,-43.2791,ICL Industrial
189,170465999,5284629,CCO[C@H]1[C@@H]([C@H]([C@H](O1)C(COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)O,Active,53,active agonist,active agonist,6.943856576,136.2885543,inconclusive antagonist,29.8493,-72.9206,Prestwick
190,144212450,24773,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,Active,53,active agonist,active agonist,7.797462701,146.674395,active antagonist,8.10252,-78.892,LightBiologicals
191,144213302,9444,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,Active,53,active agonist,active agonist,7.996962786,140.3613205,active antagonist,4.3736,-60.3438,SIGMA
192,144209640,14868,C1=CC(=CC=C1NC(=O)C2=C(C(=CC(=C2)Br)Br)O)Br,Active,53,active agonist,active agonist,8.276031195,145.4650881,active antagonist,4.89395,-64.3522,Supelco
193,170466791,656641,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,Active,53,active agonist,active agonist,8.7417975,146.5864506,active antagonist,10.5909,-66.2255,SIGMA
194,170466176,54339,C1=CC=C(C=C1)CCNC2=NC(=CS2)C3=CC=CC=C3,Active,53,active agonist,active agonist,9.083796764,146.940954,inactive,,0,Enamine
195,170465440,16667700,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O.C(C(C(=O)O)O)(C(=O)O)O,Active,53,active agonist,active agonist,9.808458118,157.1427785,active antagonist,25.6016,-98.864,Microsource
196,144209188,638024,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,Active,53,active agonist,active agonist,10.89283617,158.0468672,inconclusive antagonist,69.7542,-31.494,SigmaAldrich
197,170465994,10206,CN1CCC2=CC3=C(C4=C2[C@@H]1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)C[C@@H]7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3,Active,53,active agonist,active agonist,11.00527102,170.4051394,active antagonist,11.8832,-103.465,Vitas
198,144212190,3899,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,Active,53,active agonist,active agonist,14.77718607,186.3157938,active antagonist,61.1306,-59.983,LightBiologicals
199,170465542,14868,C1=CC(=CC=C1NC(=O)C2=C(C(=CC(=C2)Br)Br)O)Br,Active,53,active agonist,active agonist,15.84652627,201.1483553,active antagonist,7.94208,-62.548,SIGMA
200,144212309,67274,COC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3C=C2O,Active,53,active agonist,active agonist,17.22893407,211.6554302,active antagonist,13.6854,-42.1217,Enamine
201,144213058,3598,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,Active,53,active agonist,active agonist,17.90296963,210.7787043,active antagonist,1.95361,-58.2108,LightBiologicals
202,170466298,70882,CCC1=NC(=C2C=C(C(=CC2=C1)OC)OC)CC3=CC=CC=C3,Active,53,active agonist,active agonist,20.33608783,222.7817521,inconclusive antagonist,25.1151,-35.8207,GVK
203,170465926,33611,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl.Cl,Active,53,active agonist,active agonist,22.81746584,241.4669384,inconclusive antagonist,31.618,-37.5211,Sequoia
204,144208314,969516,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,Active,53,active agonist,active agonist,25.93591815,264.6229202,active antagonist,35.2562,-91.5973,Interchem
205,144210174,5377323,C1=CC=C(C=C1)C(=O)/C=C/C2=CC=C(C=C2)[N+](=O)[O-],Active,53,active agonist,active agonist,26.33142149,268.2581107,inconclusive antagonist,61.2549,-83.1997,SIGMA
206,170465826,2378,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4,Active,53,active agonist,active agonist,26.60321198,268.4262715,active antagonist,33.4915,-42.6394,Microsource
207,144212579,9300,CC(C)(C)C1=CC(=C(C=C1)OP(=O)(NC)OC)Cl,Active,53,active agonist,active agonist,35.72112063,342.3267924,inactive,,0,LightBiologicals
208,144208745,6167,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,Active,52,active agonist,active agonist,0.852965393,70.79419491,inactive,,0,SIGMA
209,144211912,181518,[I-].[I-].[Hg+2],Active,52,active agonist,active agonist,1.422083426,78.64879794,active antagonist,9.32377,-104.495,LightBiologicals
210,251919880,9888276,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.C(=O)(C(=O)[O-])O,Active,52,active agonist,active agonist,1.496008548,76.46225057,active antagonist,2.37101,-95.4028,BOC Sciences
211,144209893,15927,CC[N+]1=CC=CC=C1.[Br-],Active,52,active agonist,active agonist,2.23552639,89.13753391,active antagonist,8.89979,-63.2366,Io-li-tec
212,144212317,15337,CC(=O)[O-].CC(=O)[O-].[Hg+2],Active,52,active agonist,active agonist,2.253850342,84.84746121,active antagonist,6.11306,-93.265,LightBiologicals
213,144212039,108956,C=CC(=O)OCC(CO)(COCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)COC(=O)C=C,Active,52,active agonist,active agonist,2.31347465,87.8856297,active antagonist,3.52856,-90.3579,SIGMA
214,170466824,20055397,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CC,Active,52,active agonist,active agonist,2.764399094,96.80889021,inactive,,0,GVK
215,170466076,3326,CC(C)C1=C(N(N(C1=O)C2=CC=CC=C2)C)CN(C)C(C)CC3=CC=CC=C3,Active,52,active agonist,active agonist,2.872548758,97.948845,inactive,,0,"Prestwick Chemical, Inc."
216,251919709,6440554,CC1([C@H]([C@H]1C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)/C=C(/C(F)(F)F)\Cl)C,Active,52,active agonist,active agonist,3.063785871,99.40608988,inactive,,0,"ChemService, Inc."
217,170466402,26596,CCCCC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,Active,52,active agonist,active agonist,3.101706799,96.59215381,inactive,,0,Prestwick
218,144212722,18771,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)SC(=C(S3)C#N)C#N,Active,52,active agonist,active agonist,3.437624287,102.4477205,active antagonist,10.4614,-103.757,Crescent
219,144211780,15325,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])SC#N,Active,52,active agonist,active agonist,3.641316332,100.8250806,active antagonist,25.2886,-110.064,LightBiologicals
220,170464665,4170,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,Active,52,active agonist,active agonist,4.73079441,106.5245722,inactive,,0,Microsource
221,144208220,7308,CC1=CC(=C(C=C1SC2=CC(=C(C=C2C)O)C(C)(C)C)C(C)(C)C)O,Active,52,active agonist,active agonist,4.845898887,112.5411397,active antagonist,18.0042,-98.4309,Pfaltz-Bauer
222,170465897,4507,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,Active,52,active agonist,active agonist,4.91587399,109.8449285,inactive,,0,SigmaAldrich
223,170466241,56649463,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C(=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)Cl)F.O,Active,52,active agonist,active agonist,5.308038632,114.1680192,inactive,,0,Sequoia
224,170465728,221071,C[C@H]1[C@@H]2CC[C@]3(C=CC(=O)C(=C3[C@H]2OC1=O)C)C,Active,52,active agonist,active agonist,5.515701336,119.5655233,inactive,,0,Specs
225,170465389,443943,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CCl)C)O)F,Active,52,active agonist,active agonist,6.188718688,117.534864,inactive,,0,"Prestwick Chemical, Inc."
226,144210518,66166,CCC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Active,52,active agonist,active agonist,7.40613701,131.557935,inconclusive antagonist,68.5896,-40.0393,LightBiologicals
227,144209608,17719,CC(C)(C1=CC(=CC=C1)C(C)(C)N=C=O)N=C=O,Active,52,active agonist,active agonist,7.633314111,130.8884722,inactive,,0,SigmaAldrich
228,144211812,1549133,CC(C)C[C@@H](C(=O)O)NC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C13,Active,52,active agonist,active agonist,8.3098224,133.8589718,inactive,,0,LightBiologicals
229,170464891,392622,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,Active,52,active agonist,active agonist,9.439175807,138.1372986,active antagonist,11.8832,-50.2484,Bosche
230,251919809,23663992,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)/C=C/[C@H](C[C@H](CC(=O)[O-])O)O.[Na+],Active,52,active agonist,active agonist,9.95722803,142.1107363,inactive,,0,Waterstone Technology LLC
231,170465481,7547,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)Cl,Active,52,active agonist,active agonist,9.998482136,140.6672827,active antagonist,9.0838,-60.0118,Specs
232,144208424,41684,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],Active,52,active agonist,active agonist,10.27018966,148.4246636,active antagonist,12.4426,-81.9109,Toronto Research
233,144210571,10201497,COC1=CC=C(C=C1)C(=O)NC2=NC3=CC=CC=C3C(=C2C#N)NCC4=CC=CC=C4,Active,52,active agonist,active agonist,10.46144659,142.1724638,inactive,,0,Pharma
234,170465272,4078,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,Active,52,active agonist,active agonist,11.00527102,149.6700174,active antagonist,11.0053,-55.7305,"Prestwick Chemical, Inc."
235,144208664,73665,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,Active,52,active agonist,active agonist,11.10328811,157.2626403,inconclusive antagonist,55.6483,-95.7413,SIGMA
236,144207512,6439929,C/C=C\1/C(=O)C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,Active,52,active agonist,active agonist,11.7021346,156.4239486,inconclusive antagonist,48.4096,-77.9594,ChromaDex
237,144213998,7263,C1=CC(=C(C=C1Cl)N)N,Active,52,active agonist,active agonist,11.7644637,154.0223183,active antagonist,7.15085,-53.5305,SIGMA
238,144212686,54900,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,Active,52,active agonist,active agonist,13.68542878,167.2339345,active antagonist,20.8733,-117.905,LightBiologicals
239,144211183,91699,CCCOCC(=NC1=C(C=C(C=C1)Cl)C(F)(F)F)N2C=CN=C2,Active,52,active agonist,active agonist,17.21141459,183.2440916,active antagonist,43.2331,-105.151,SIGMA
240,144210855,5770,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,Active,52,active agonist,active agonist,17.71666262,194.0793839,active antagonist,44.5022,-64.2062,SIGMA
